"region","type","date","locations","rooms","rooms_capacity"
"Region Hovedstaden","Hoteller og Feriecentre i alt","2021-07-01",206,27963,46
"Region Hovedstaden","Hoteller og Feriecentre i alt","2021-08-01",207,28050,57
"Region Hovedstaden","Hoteller og Feriecentre i alt","2021-09-01",208,28411,58
"Region Hovedstaden","Hoteller og Feriecentre i alt","2021-10-01",203,28184,59
"Region Hovedstaden","Hoteller og Feriecentre i alt","2021-11-01",183,27173,63
"Region Hovedstaden","Hoteller og Feriecentre i alt","2021-12-01",182,27142,38
"Region Hovedstaden","Hoteller og Feriecentre i alt","2022-01-01",168,25967,27
"Region Hovedstaden","Hoteller og Feriecentre i alt","2022-02-01",178,26797,40
"Region Sjælland","Hoteller og Feriecentre i alt","1992-01-01",56,3005,28
"Region Sjælland","Hoteller og Feriecentre i alt","1992-02-01",57,3037,31
"Region Sjælland","Hoteller og Feriecentre i alt","1992-03-01",62,3808,29
"Region Sjælland","Hoteller og Feriecentre i alt","1992-04-01",62,3810,33
"Region Sjælland","Hoteller og Feriecentre i alt","1992-05-01",62,3809,49
"Region Sjælland","Hoteller og Feriecentre i alt","1992-06-01",67,4004,49
"Region Sjælland","Hoteller og Feriecentre i alt","1992-07-01",66,3952,60
"Region Sjælland","Hoteller og Feriecentre i alt","1992-08-01",66,3903,59
"Region Sjælland","Hoteller og Feriecentre i alt","1992-09-01",62,3773,47
"Region Sjælland","Hoteller og Feriecentre i alt","1992-10-01",62,3773,46
"Region Sjælland","Hoteller og Feriecentre i alt","1992-11-01",62,3756,38
"Region Sjælland","Hoteller og Feriecentre i alt","1992-12-01",62,3758,25
"Region Sjælland","Hoteller og Feriecentre i alt","1993-01-01",64,3870,24
"Region Sjælland","Hoteller og Feriecentre i alt","1993-02-01",65,3883,31
"Region Sjælland","Hoteller og Feriecentre i alt","1993-03-01",65,3879,38
"Region Sjælland","Hoteller og Feriecentre i alt","1993-04-01",66,3903,38
"Region Sjælland","Hoteller og Feriecentre i alt","1993-05-01",65,3896,46
"Region Sjælland","Hoteller og Feriecentre i alt","1993-06-01",68,3998,50
"Region Sjælland","Hoteller og Feriecentre i alt","1993-07-01",69,4030,58
"Region Sjælland","Hoteller og Feriecentre i alt","1993-08-01",69,3990,50
"Region Sjælland","Hoteller og Feriecentre i alt","1993-09-01",66,3876,48
"Region Sjælland","Hoteller og Feriecentre i alt","1993-10-01",66,3876,42
"Region Sjælland","Hoteller og Feriecentre i alt","1993-11-01",65,3805,41
"Region Sjælland","Hoteller og Feriecentre i alt","1993-12-01",62,3718,25
"Region Sjælland","Hoteller og Feriecentre i alt","1994-01-01",56,3571,25
"Region Sjælland","Hoteller og Feriecentre i alt","1994-02-01",59,3578,34
"Region Sjælland","Hoteller og Feriecentre i alt","1994-03-01",60,3685,39
"Region Sjælland","Hoteller og Feriecentre i alt","1994-04-01",62,3683,43
"Region Sjælland","Hoteller og Feriecentre i alt","1994-05-01",61,3649,49
"Region Sjælland","Hoteller og Feriecentre i alt","1994-06-01",64,3798,54
"Region Sjælland","Hoteller og Feriecentre i alt","1994-07-01",65,3860,59
"Region Sjælland","Hoteller og Feriecentre i alt","1994-08-01",65,3850,62
"Region Sjælland","Hoteller og Feriecentre i alt","1994-09-01",62,3709,51
"Region Sjælland","Hoteller og Feriecentre i alt","1994-10-01",61,3692,48
"Region Sjælland","Hoteller og Feriecentre i alt","1994-11-01",60,3629,43
"Region Sjælland","Hoteller og Feriecentre i alt","1994-12-01",57,3543,29
"Region Sjælland","Hoteller og Feriecentre i alt","1995-01-01",58,3581,28
"Region Sjælland","Hoteller og Feriecentre i alt","1995-02-01",59,3602,34
"Region Sjælland","Hoteller og Feriecentre i alt","1995-03-01",61,3641,42
"Region Sjælland","Hoteller og Feriecentre i alt","1995-04-01",64,3778,46
"Region Sjælland","Hoteller og Feriecentre i alt","1995-05-01",65,3792,48
"Region Sjælland","Hoteller og Feriecentre i alt","1995-06-01",66,3812,53
"Region Sjælland","Hoteller og Feriecentre i alt","1995-07-01",66,3863,61
"Region Sjælland","Hoteller og Feriecentre i alt","1995-08-01",66,3880,55
"Region Sjælland","Hoteller og Feriecentre i alt","1995-09-01",62,3693,50
"Region Sjælland","Hoteller og Feriecentre i alt","1995-10-01",61,3714,49
"Region Sjælland","Hoteller og Feriecentre i alt","1995-11-01",59,3630,42
"Region Sjælland","Hoteller og Feriecentre i alt","1995-12-01",59,3595,27
"Region Sjælland","Hoteller og Feriecentre i alt","1996-01-01",52,3396,28
"Region Sjælland","Hoteller og Feriecentre i alt","1996-02-01",55,3448,35
"Region Sjælland","Hoteller og Feriecentre i alt","1996-03-01",58,3582,40
"Region Sjælland","Hoteller og Feriecentre i alt","1996-04-01",61,3694,42
"Region Sjælland","Hoteller og Feriecentre i alt","1996-05-01",60,3629,47
"Region Sjælland","Hoteller og Feriecentre i alt","1996-06-01",61,3693,51
"Region Sjælland","Hoteller og Feriecentre i alt","1996-07-01",62,3719,63
"Region Sjælland","Hoteller og Feriecentre i alt","1996-08-01",62,3732,56
"Region Sjælland","Hoteller og Feriecentre i alt","1996-09-01",60,3620,47
"Region Sjælland","Hoteller og Feriecentre i alt","1996-10-01",60,3617,49
"Region Sjælland","Hoteller og Feriecentre i alt","1996-11-01",60,3617,39
"Region Sjælland","Hoteller og Feriecentre i alt","1996-12-01",58,3497,24
"Region Sjælland","Hoteller og Feriecentre i alt","1997-01-01",52,3335,27
"Region Sjælland","Hoteller og Feriecentre i alt","1997-02-01",53,3356,35
"Region Sjælland","Hoteller og Feriecentre i alt","1997-03-01",56,3490,39
"Region Sjælland","Hoteller og Feriecentre i alt","1997-04-01",58,3533,41
"Region Sjælland","Hoteller og Feriecentre i alt","1997-05-01",59,3555,49
"Region Sjælland","Hoteller og Feriecentre i alt","1997-06-01",60,3619,53
"Region Sjælland","Hoteller og Feriecentre i alt","1997-07-01",61,3697,62
"Region Sjælland","Hoteller og Feriecentre i alt","1997-08-01",60,3625,65
"Region Sjælland","Hoteller og Feriecentre i alt","1997-09-01",59,3600,49
"Region Sjælland","Hoteller og Feriecentre i alt","1997-10-01",59,3595,48
"Region Sjælland","Hoteller og Feriecentre i alt","1997-11-01",56,3459,40
"Region Sjælland","Hoteller og Feriecentre i alt","1997-12-01",54,3417,25
"Region Sjælland","Hoteller og Feriecentre i alt","1998-01-01",52,3329,29
"Region Sjælland","Hoteller og Feriecentre i alt","1998-02-01",53,3350,36
"Region Sjælland","Hoteller og Feriecentre i alt","1998-03-01",56,3481,37
"Region Sjælland","Hoteller og Feriecentre i alt","1998-04-01",59,3538,39
"Region Sjælland","Hoteller og Feriecentre i alt","1998-05-01",60,3564,39
"Region Sjælland","Hoteller og Feriecentre i alt","1998-06-01",61,3627,49
"Region Sjælland","Hoteller og Feriecentre i alt","1998-07-01",64,3711,66
"Region Sjælland","Hoteller og Feriecentre i alt","1998-08-01",64,3711,64
"Region Sjælland","Hoteller og Feriecentre i alt","1998-09-01",62,3615,49
"Region Sjælland","Hoteller og Feriecentre i alt","1998-10-01",62,3615,47
"Region Sjælland","Hoteller og Feriecentre i alt","1998-11-01",57,3429,42
"Region Sjælland","Hoteller og Feriecentre i alt","1998-12-01",57,3428,25
"Region Sjælland","Hoteller og Feriecentre i alt","1999-01-01",55,3402,28
"Region Sjælland","Hoteller og Feriecentre i alt","1999-02-01",56,3423,35
"Region Sjælland","Hoteller og Feriecentre i alt","1999-03-01",59,3557,39
"Region Sjælland","Hoteller og Feriecentre i alt","1999-04-01",60,3577,41
"Region Sjælland","Hoteller og Feriecentre i alt","1999-05-01",60,3577,46
"Region Sjælland","Hoteller og Feriecentre i alt","1999-06-01",62,3663,53
"Region Sjælland","Hoteller og Feriecentre i alt","1999-07-01",63,3695,63
"Region Sjælland","Hoteller og Feriecentre i alt","1999-08-01",62,3639,58
"Region Sjælland","Hoteller og Feriecentre i alt","1999-09-01",59,3518,50
"Region Sjælland","Hoteller og Feriecentre i alt","1999-10-01",58,3466,48
"Region Sjælland","Hoteller og Feriecentre i alt","1999-11-01",57,3415,45
"Region Sjælland","Hoteller og Feriecentre i alt","1999-12-01",57,3415,26
"Region Sjælland","Hoteller og Feriecentre i alt","2000-01-01",54,3373,29
"Region Sjælland","Hoteller og Feriecentre i alt","2000-02-01",55,3393,35
"Region Sjælland","Hoteller og Feriecentre i alt","2000-03-01",56,3448,39
"Region Sjælland","Hoteller og Feriecentre i alt","2000-04-01",58,3490,43
"Region Sjælland","Hoteller og Feriecentre i alt","2000-05-01",58,3490,49
"Region Sjælland","Hoteller og Feriecentre i alt","2000-06-01",59,3557,54
"Region Sjælland","Hoteller og Feriecentre i alt","2000-07-01",60,3589,74
"Region Sjælland","Hoteller og Feriecentre i alt","2000-08-01",60,3589,64
"Region Sjælland","Hoteller og Feriecentre i alt","2000-09-01",58,3493,52
"Region Sjælland","Hoteller og Feriecentre i alt","2000-10-01",57,3469,48
"Region Sjælland","Hoteller og Feriecentre i alt","2000-11-01",56,3414,44
"Region Sjælland","Hoteller og Feriecentre i alt","2000-12-01",56,3414,27
"Region Sjælland","Hoteller og Feriecentre i alt","2001-01-01",53,3376,29
"Region Sjælland","Hoteller og Feriecentre i alt","2001-02-01",54,3410,36
"Region Sjælland","Hoteller og Feriecentre i alt","2001-03-01",57,3504,41
"Region Sjælland","Hoteller og Feriecentre i alt","2001-04-01",58,3524,40
"Region Sjælland","Hoteller og Feriecentre i alt","2001-05-01",57,3484,46
"Region Sjælland","Hoteller og Feriecentre i alt","2001-06-01",58,3541,53
"Region Sjælland","Hoteller og Feriecentre i alt","2001-07-01",59,3573,65
"Region Sjælland","Hoteller og Feriecentre i alt","2001-08-01",59,3585,59
"Region Sjælland","Hoteller og Feriecentre i alt","2001-09-01",57,3477,50
"Region Sjælland","Hoteller og Feriecentre i alt","2001-10-01",57,3476,50
"Region Sjælland","Hoteller og Feriecentre i alt","2001-11-01",56,3422,44
"Region Sjælland","Hoteller og Feriecentre i alt","2001-12-01",54,3380,25
"Region Sjælland","Hoteller og Feriecentre i alt","2002-01-01",54,3435,29
"Region Sjælland","Hoteller og Feriecentre i alt","2002-02-01",55,3459,37
"Region Sjælland","Hoteller og Feriecentre i alt","2002-03-01",58,3641,37
"Region Sjælland","Hoteller og Feriecentre i alt","2002-04-01",58,3641,44
"Region Sjælland","Hoteller og Feriecentre i alt","2002-05-01",59,3652,48
"Region Sjælland","Hoteller og Feriecentre i alt","2002-06-01",60,3716,51
"Region Sjælland","Hoteller og Feriecentre i alt","2002-07-01",61,3748,65
"Region Sjælland","Hoteller og Feriecentre i alt","2002-08-01",61,3748,57
"Region Sjælland","Hoteller og Feriecentre i alt","2002-09-01",57,3646,51
"Region Sjælland","Hoteller og Feriecentre i alt","2002-10-01",58,3663,48
"Region Sjælland","Hoteller og Feriecentre i alt","2002-11-01",58,3663,45
"Region Sjælland","Hoteller og Feriecentre i alt","2002-12-01",57,3608,23
"Region Sjælland","Hoteller og Feriecentre i alt","2003-01-01",56,3623,29
"Region Sjælland","Hoteller og Feriecentre i alt","2003-02-01",58,3662,33
"Region Sjælland","Hoteller og Feriecentre i alt","2003-03-01",58,3629,38
"Region Sjælland","Hoteller og Feriecentre i alt","2003-04-01",59,3706,40
"Region Sjælland","Hoteller og Feriecentre i alt","2003-05-01",59,3707,49
"Region Sjælland","Hoteller og Feriecentre i alt","2003-06-01",60,3772,50
"Region Sjælland","Hoteller og Feriecentre i alt","2003-07-01",61,3823,63
"Region Sjælland","Hoteller og Feriecentre i alt","2003-08-01",61,3808,59
"Region Sjælland","Hoteller og Feriecentre i alt","2003-09-01",59,3737,51
"Region Sjælland","Hoteller og Feriecentre i alt","2003-10-01",59,3737,46
"Region Sjælland","Hoteller og Feriecentre i alt","2003-11-01",57,3662,42
"Region Sjælland","Hoteller og Feriecentre i alt","2003-12-01",56,3626,23
"Region Sjælland","Hoteller og Feriecentre i alt","2004-01-01",59,3795,28
"Region Sjælland","Hoteller og Feriecentre i alt","2004-02-01",60,3848,33
"Region Sjælland","Hoteller og Feriecentre i alt","2004-03-01",60,3895,39
"Region Sjælland","Hoteller og Feriecentre i alt","2004-04-01",62,3970,40
"Region Sjælland","Hoteller og Feriecentre i alt","2004-05-01",62,3970,43
"Region Sjælland","Hoteller og Feriecentre i alt","2004-06-01",63,4014,49
"Region Sjælland","Hoteller og Feriecentre i alt","2004-07-01",63,3994,61
"Region Sjælland","Hoteller og Feriecentre i alt","2004-08-01",64,4014,57
"Region Sjælland","Hoteller og Feriecentre i alt","2004-09-01",63,3948,49
"Region Sjælland","Hoteller og Feriecentre i alt","2004-10-01",63,3948,43
"Region Sjælland","Hoteller og Feriecentre i alt","2004-11-01",62,3893,44
"Region Sjælland","Hoteller og Feriecentre i alt","2004-12-01",61,3870,23
"Region Sjælland","Hoteller og Feriecentre i alt","2005-01-01",58,3814,28
"Region Sjælland","Hoteller og Feriecentre i alt","2005-02-01",60,3861,34
"Region Sjælland","Hoteller og Feriecentre i alt","2005-03-01",62,3901,37
"Region Sjælland","Hoteller og Feriecentre i alt","2005-04-01",62,3912,40
"Region Sjælland","Hoteller og Feriecentre i alt","2005-05-01",63,3979,42
"Region Sjælland","Hoteller og Feriecentre i alt","2005-06-01",64,4019,48
"Region Sjælland","Hoteller og Feriecentre i alt","2005-07-01",64,4042,59
"Region Sjælland","Hoteller og Feriecentre i alt","2005-08-01",64,4043,59
"Region Sjælland","Hoteller og Feriecentre i alt","2005-09-01",63,3976,54
"Region Sjælland","Hoteller og Feriecentre i alt","2005-10-01",63,4016,44
"Region Sjælland","Hoteller og Feriecentre i alt","2005-11-01",62,3960,45
"Region Sjælland","Hoteller og Feriecentre i alt","2005-12-01",61,3935,25
"Region Sjælland","Hoteller og Feriecentre i alt","2006-01-01",62,3960,29
"Region Sjælland","Hoteller og Feriecentre i alt","2006-02-01",64,4007,35
"Region Sjælland","Hoteller og Feriecentre i alt","2006-03-01",64,4008,40
"Region Sjælland","Hoteller og Feriecentre i alt","2006-04-01",66,4088,42
"Region Sjælland","Hoteller og Feriecentre i alt","2006-05-01",66,4088,44
"Region Sjælland","Hoteller og Feriecentre i alt","2006-06-01",66,4088,51
"Region Sjælland","Hoteller og Feriecentre i alt","2006-07-01",66,4085,60
"Region Sjælland","Hoteller og Feriecentre i alt","2006-08-01",66,4088,58
"Region Sjælland","Hoteller og Feriecentre i alt","2006-09-01",66,4083,54
"Region Sjælland","Hoteller og Feriecentre i alt","2006-10-01",66,4083,49
"Region Sjælland","Hoteller og Feriecentre i alt","2006-11-01",65,4067,45
"Region Sjælland","Hoteller og Feriecentre i alt","2006-12-01",63,3996,27
"Region Sjælland","Hoteller og Feriecentre i alt","2007-01-01",59,3954,31
"Region Sjælland","Hoteller og Feriecentre i alt","2007-02-01",61,4063,37
"Region Sjælland","Hoteller og Feriecentre i alt","2007-03-01",63,4137,41
"Region Sjælland","Hoteller og Feriecentre i alt","2007-04-01",63,4144,41
"Region Sjælland","Hoteller og Feriecentre i alt","2007-05-01",64,4162,47
"Region Sjælland","Hoteller og Feriecentre i alt","2007-06-01",64,4164,51
"Region Sjælland","Hoteller og Feriecentre i alt","2007-07-01",64,4162,62
"Region Sjælland","Hoteller og Feriecentre i alt","2007-08-01",64,4162,58
"Region Sjælland","Hoteller og Feriecentre i alt","2007-09-01",63,4119,51
"Region Sjælland","Hoteller og Feriecentre i alt","2007-10-01",62,4105,48
"Region Sjælland","Hoteller og Feriecentre i alt","2007-11-01",61,4107,44
"Region Sjælland","Hoteller og Feriecentre i alt","2007-12-01",60,4084,27
"Region Sjælland","Hoteller og Feriecentre i alt","2008-01-01",57,3796,32
"Region Sjælland","Hoteller og Feriecentre i alt","2008-02-01",58,3835,39
"Region Sjælland","Hoteller og Feriecentre i alt","2008-03-01",59,3890,39
"Region Sjælland","Hoteller og Feriecentre i alt","2008-04-01",59,3893,43
"Region Sjælland","Hoteller og Feriecentre i alt","2008-05-01",60,3908,48
"Region Sjælland","Hoteller og Feriecentre i alt","2008-06-01",60,3906,53
"Region Sjælland","Hoteller og Feriecentre i alt","2008-07-01",60,3918,60
"Region Sjælland","Hoteller og Feriecentre i alt","2008-08-01",60,3907,58
"Region Sjælland","Hoteller og Feriecentre i alt","2008-09-01",59,3898,55
"Region Sjælland","Hoteller og Feriecentre i alt","2008-10-01",59,3895,51
"Region Sjælland","Hoteller og Feriecentre i alt","2008-11-01",57,3819,48
"Region Sjælland","Hoteller og Feriecentre i alt","2008-12-01",57,3811,28
"Region Sjælland","Hoteller og Feriecentre i alt","2009-01-01",55,3730,31
"Region Sjælland","Hoteller og Feriecentre i alt","2009-02-01",57,3772,35
"Region Sjælland","Hoteller og Feriecentre i alt","2009-03-01",57,3774,39
"Region Sjælland","Hoteller og Feriecentre i alt","2009-04-01",57,3758,39
"Region Sjælland","Hoteller og Feriecentre i alt","2009-05-01",58,3791,42
"Region Sjælland","Hoteller og Feriecentre i alt","2009-06-01",58,3789,47
"Region Sjælland","Hoteller og Feriecentre i alt","2009-07-01",58,3789,54
"Region Sjælland","Hoteller og Feriecentre i alt","2009-08-01",58,3794,48
"Region Sjælland","Hoteller og Feriecentre i alt","2009-09-01",59,3828,43
"Region Sjælland","Hoteller og Feriecentre i alt","2009-10-01",59,3836,43
"Region Sjælland","Hoteller og Feriecentre i alt","2009-11-01",59,3833,38
"Region Sjælland","Hoteller og Feriecentre i alt","2009-12-01",59,3824,27
"Region Sjælland","Hoteller og Feriecentre i alt","2010-01-01",59,3979,26
"Region Sjælland","Hoteller og Feriecentre i alt","2010-02-01",60,3994,30
"Region Sjælland","Hoteller og Feriecentre i alt","2010-03-01",58,3949,35
"Region Sjælland","Hoteller og Feriecentre i alt","2010-04-01",60,3987,34
"Region Sjælland","Hoteller og Feriecentre i alt","2010-05-01",60,3987,39
"Region Sjælland","Hoteller og Feriecentre i alt","2010-06-01",60,3994,43
"Region Sjælland","Hoteller og Feriecentre i alt","2010-07-01",60,3992,51
"Region Sjælland","Hoteller og Feriecentre i alt","2010-08-01",61,4024,46
"Region Sjælland","Hoteller og Feriecentre i alt","2010-09-01",61,4031,42
"Region Sjælland","Hoteller og Feriecentre i alt","2010-10-01",60,4017,42
"Region Sjælland","Hoteller og Feriecentre i alt","2010-11-01",59,3998,37
"Region Sjælland","Hoteller og Feriecentre i alt","2010-12-01",59,3987,23
"Region Sjælland","Hoteller og Feriecentre i alt","2011-01-01",58,3986,25
"Region Sjælland","Hoteller og Feriecentre i alt","2011-02-01",59,4005,30
"Region Sjælland","Hoteller og Feriecentre i alt","2011-03-01",60,4025,33
"Region Sjælland","Hoteller og Feriecentre i alt","2011-04-01",61,4049,36
"Region Sjælland","Hoteller og Feriecentre i alt","2011-05-01",61,4049,37
"Region Sjælland","Hoteller og Feriecentre i alt","2011-06-01",60,3991,45
"Region Sjælland","Hoteller og Feriecentre i alt","2011-07-01",60,4017,53
"Region Sjælland","Hoteller og Feriecentre i alt","2011-08-01",60,4016,48
"Region Sjælland","Hoteller og Feriecentre i alt","2011-09-01",60,4014,43
"Region Sjælland","Hoteller og Feriecentre i alt","2011-10-01",60,4019,41
"Region Sjælland","Hoteller og Feriecentre i alt","2011-11-01",59,4008,38
"Region Sjælland","Hoteller og Feriecentre i alt","2011-12-01",60,4052,23
"Region Sjælland","Hoteller og Feriecentre i alt","2012-01-01",58,4049,26
"Region Sjælland","Hoteller og Feriecentre i alt","2012-02-01",60,4088,29
"Region Sjælland","Hoteller og Feriecentre i alt","2012-03-01",60,4116,34
"Region Sjælland","Hoteller og Feriecentre i alt","2012-04-01",61,4149,34
"Region Sjælland","Hoteller og Feriecentre i alt","2012-05-01",62,4232,37
"Region Sjælland","Hoteller og Feriecentre i alt","2012-06-01",61,4199,44
"Region Sjælland","Hoteller og Feriecentre i alt","2012-07-01",61,4207,50
"Region Sjælland","Hoteller og Feriecentre i alt","2012-08-01",61,4197,47
"Region Sjælland","Hoteller og Feriecentre i alt","2012-09-01",62,4237,41
"Region Sjælland","Hoteller og Feriecentre i alt","2012-10-01",62,4247,39
"Region Sjælland","Hoteller og Feriecentre i alt","2012-11-01",60,4203,37
"Region Sjælland","Hoteller og Feriecentre i alt","2012-12-01",60,4187,21
"Region Sjælland","Hoteller og Feriecentre i alt","2013-01-01",57,3969,27
"Region Sjælland","Hoteller og Feriecentre i alt","2013-02-01",58,4018,31
"Region Sjælland","Hoteller og Feriecentre i alt","2013-03-01",59,4046,34
"Region Sjælland","Hoteller og Feriecentre i alt","2013-04-01",61,4098,34
"Region Sjælland","Hoteller og Feriecentre i alt","2013-05-01",61,4095,39
"Region Sjælland","Hoteller og Feriecentre i alt","2013-06-01",61,4108,43
"Region Sjælland","Hoteller og Feriecentre i alt","2013-07-01",59,3877,53
"Region Sjælland","Hoteller og Feriecentre i alt","2013-08-01",63,4148,48
"Region Sjælland","Hoteller og Feriecentre i alt","2013-09-01",63,4144,41
"Region Sjælland","Hoteller og Feriecentre i alt","2013-10-01",63,4147,41
"Region Sjælland","Hoteller og Feriecentre i alt","2013-11-01",60,3995,38
"Region Sjælland","Hoteller og Feriecentre i alt","2013-12-01",60,3976,23
"Region Sjælland","Hoteller og Feriecentre i alt","2014-01-01",62,4067,28
"Region Sjælland","Hoteller og Feriecentre i alt","2014-02-01",62,4064,33
"Region Sjælland","Hoteller og Feriecentre i alt","2014-03-01",64,4219,32
"Region Sjælland","Hoteller og Feriecentre i alt","2014-04-01",65,4249,34
"Region Sjælland","Hoteller og Feriecentre i alt","2014-05-01",65,4247,41
"Region Sjælland","Hoteller og Feriecentre i alt","2014-06-01",65,4256,45
"Region Sjælland","Hoteller og Feriecentre i alt","2014-07-01",64,4151,53
"Region Sjælland","Hoteller og Feriecentre i alt","2014-08-01",65,4258,51
"Region Sjælland","Hoteller og Feriecentre i alt","2014-09-01",65,4268,44
"Region Sjælland","Hoteller og Feriecentre i alt","2014-10-01",64,4218,39
"Region Sjælland","Hoteller og Feriecentre i alt","2014-11-01",62,4178,37
"Region Sjælland","Hoteller og Feriecentre i alt","2014-12-01",61,4134,24
"Region Sjælland","Hoteller og Feriecentre i alt","2015-01-01",59,4091,27
"Region Sjælland","Hoteller og Feriecentre i alt","2015-02-01",59,4064,30
"Region Sjælland","Hoteller og Feriecentre i alt","2015-03-01",60,4090,33
"Region Sjælland","Hoteller og Feriecentre i alt","2015-04-01",62,4144,37
"Region Sjælland","Hoteller og Feriecentre i alt","2015-05-01",62,4144,43
"Region Sjælland","Hoteller og Feriecentre i alt","2015-06-01",62,4186,49
"Region Sjælland","Hoteller og Feriecentre i alt","2015-07-01",60,3983,59
"Region Sjælland","Hoteller og Feriecentre i alt","2015-08-01",62,4125,55
"Region Sjælland","Hoteller og Feriecentre i alt","2015-09-01",63,4177,45
"Region Sjælland","Hoteller og Feriecentre i alt","2015-10-01",63,4168,44
"Region Sjælland","Hoteller og Feriecentre i alt","2015-11-01",61,4131,38
"Region Sjælland","Hoteller og Feriecentre i alt","2015-12-01",61,4128,28
"Region Sjælland","Hoteller og Feriecentre i alt","2016-01-01",61,4090,31
"Region Sjælland","Hoteller og Feriecentre i alt","2016-02-01",61,4093,36
"Region Sjælland","Hoteller og Feriecentre i alt","2016-03-01",62,4169,37
"Region Sjælland","Hoteller og Feriecentre i alt","2016-04-01",64,4232,42
"Region Sjælland","Hoteller og Feriecentre i alt","2016-05-01",65,4249,45
"Region Sjælland","Hoteller og Feriecentre i alt","2016-06-01",65,4248,53
"Region Sjælland","Hoteller og Feriecentre i alt","2016-07-01",65,4256,60
"Region Sjælland","Hoteller og Feriecentre i alt","2016-08-01",65,4258,60
"Region Sjælland","Hoteller og Feriecentre i alt","2016-09-01",66,4310,50
"Region Sjælland","Hoteller og Feriecentre i alt","2016-10-01",66,4324,44
"Region Sjælland","Hoteller og Feriecentre i alt","2016-11-01",68,4407,42
"Region Sjælland","Hoteller og Feriecentre i alt","2016-12-01",68,4441,26
"Region Sjælland","Hoteller og Feriecentre i alt","2017-01-01",64,4332,32
"Region Sjælland","Hoteller og Feriecentre i alt","2017-02-01",64,4331,36
"Region Sjælland","Hoteller og Feriecentre i alt","2017-03-01",66,4380,39
"Region Sjælland","Hoteller og Feriecentre i alt","2017-04-01",68,4430,39
"Region Sjælland","Hoteller og Feriecentre i alt","2017-05-01",68,4428,47
"Region Sjælland","Hoteller og Feriecentre i alt","2017-06-01",69,4484,56
"Region Sjælland","Hoteller og Feriecentre i alt","2017-07-01",69,4453,60
"Region Sjælland","Hoteller og Feriecentre i alt","2017-08-01",68,4463,63
"Region Sjælland","Hoteller og Feriecentre i alt","2017-09-01",68,4474,51
